city_name,latitude,longitude,zip_code
Bom Jardim,-22.1787,-42.3351,28660-000
Comendador Levy Gasparian,-22.0366,-43.2531,25870-000
Cantagalo,-21.8843,-42.3222,28500-000
Conceição de Macabu,-22.1261,-41.8534,28740-000
Duas Barras,-22.0728,-42.5247,28650-000
Casimiro de Abreu,-22.4825,-42.1443,28860-000
Cordeiro,-22.081,-42.3175,28540-000
Duque de Caxias,-22.6568,-43.2929,25000-000
Engenheiro Paulo de Frontin,-22.5481,-43.6727,26650-000
Guapimirim,-22.5891,-42.9753,25940-000
Itaboraí,-22.756,-42.8732,24800-000
Iguaba Grande,-22.843,-42.2176,28960-000
Italva,-21.384,-41.6673,28250-000
Itaguaí,-22.8546,-43.8189,23800-000
Itaocara,-21.7701,-42.0749,28570-000
Itaperuna,-21.2151,-41.9293,28300-000
Japeri,-22.6652,-43.601,26400-000
Macuco,-21.988,-42.2595,28545-000
Macaé,-22.308,-42.0122,27900-000
Laje do Muriaé,-21.2376,-42.1327,28350-000
Maricá,-22.9163,-42.822,24900-000
Itatiaia,-22.411,-44.5762,27580-000
Natividade,-21.0308,-41.938,28380-000
Magé,-22.6349,-43.1206,25900-000
Mendes,-22.5432,-43.749,26700-000
Mangaratiba,-22.9778,-44.0062,23860-000
Miracema,-21.3744,-42.1505,28460-000
Miguel Pereira,-22.5163,-43.4575,26900-000
Nilópolis,-22.8211,-43.427,26500-000
Piraí,-22.667,-43.895,27175-000
Paraíba do Sul,-22.1872,-43.2621,25850-000
Rio Claro,-22.7798,-44.0772,27460-000
Nova Iguaçu,-22.6863,-43.506,26000-000
Petrópolis,-22.3822,-43.1591,25600-000
Niterói,-22.9172,-43.0839,24000-000
Paracambi,-22.6193,-43.7352,26600-000
Nova Friburgo,-22.3332,-42.4956,28600-000
Porciúncula,-20.8971,-41.9496,28390-000
Porto Real,-22.4507,-44.3291,27570-000
Parati,-23.171,-44.6612,23970-000
Pinheiral,-22.5338,-44.0114,27197-000
Paty do Alferes,-22.4075,-43.4136,26950-000
Quatis,-22.3623,-44.2322,27400-000
Queimados,-22.7241,-43.5748,26300-000
Resende,-22.4502,-44.4895,27500-000
Rio das Flores,-22.161,-43.5758,27660-000
Quissamã,-22.0957,-41.3914,28735-000
Rio Bonito,-22.7439,-42.6192,28800-000
Rio das Ostras,-22.4545,-41.9492,28890-000
Rio de Janeiro,-22.9201,-43.3307,20000-000
Santo Antônio de Pádua,-21.5724,-42.2109,28470-000
São Francisco de Itabapoana,-21.38,-41.149,28230-000
São João da Barra,-21.7366,-41.0955,28200-000
Santa Maria Madalena,-21.9579,-41.909,28770-000
São Fidélis,-21.7163,-41.7891,28400-000
São José do Vale do Rio Preto,-22.1706,-42.9165,25780-000
São João de Meriti,-22.7993,-43.365,25500-000
São Pedro da Aldeia,-22.8503,-42.1316,28940-000
Tanguá,-22.7918,-42.7194,24890-000
Teresópolis,-22.3135,-42.8741,25950-000
Sumidouro,-22.1318,-42.6613,28637-000
São Sebastião do Alto,-21.8659,-42.0958,28550-000
Seropédica,-22.7388,-43.7085,23890-000
Sapucaia,-22.0408,-42.8139,25880-000
São José de Ubá,-21.3783,-41.9526,28455-000
Silva Jardim,-22.5455,-42.35,28820-000
São Gonçalo,-22.8156,-43.0411,24400-000
Saquarema,-22.8701,-42.5616,28990-000
Trajano de Morais,-22.152,-42.1883,28750-000
Alto do Rodrigues,-5.349,-36.7968,59507-000
Açu,-5.5849,-36.9251,59650-000
Varre-Sai,-20.8984,-41.8198,28375-000
Vassouras,-22.36,-43.5981,27700-000
Volta Redonda,-22.5198,-44.079,27200-000
Três Rios,-22.1212,-43.0662,25800-000
Angicos,-5.674,-36.5488,59515-000
Almino Afonso,-6.1669,-37.7712,59760-000
Afonso Bezerra,-5.4318,-36.6562,59510-000
Água Nova,-6.2131,-38.3063,59995-000
Valença,-22.2402,-43.8784,27600-000
Baía Formosa,-6.4301,-35.0505,59194-000
Alexandria,-6.4,-37.9686,59965-000
Acari,-6.3855,-36.6391,59370-000
Areia Branca,-5.0013,-37.075,59655-000
Antônio Martins,-6.2061,-37.9214,59870-000
Apodi,-5.6669,-37.9234,59700-000
Arês,-6.1966,-35.2022,59170-000
Baraúna,-4.9719,-37.5223,59695-000
Barcelona,-5.9427,-35.9202,59410-000
Bodó,-5.9339,-36.3972,59528-000
Coronel João Pessoa,-6.2622,-38.4173,59930-000
Currais Novos,-6.214,-36.484,59380-000
Ceará-Mirim,-5.5505,-35.3767,59570-000
Carnaúba dos Dantas,-6.5616,-36.529,59374-000
Caiçara do Norte,-5.128,-36.0077,59592-000
Bom Jesus,-6.0088,-35.5838,59270-000
Campo Redondo,-6.2458,-36.2197,59230-000
Caraúbas,-5.8677,-37.5652,59780-000
Coronel Ezequiel,-6.3199,-36.23,59220-000
Cruzeta,-6.3202,-36.8473,59375-000
Brejinho,-6.2401,-35.4047,59219-000
Bento Fernandes,-5.6343,-35.817,59555-000
Doutor Severiano,-6.1121,-38.3966,59910-000
Canguaretama,-6.3908,-35.1375,59190-000
Caiçara do Rio do Vento,-5.806,-36.0255,59540-000
Caicó,-6.4471,-37.0478,59300-000
Carnaubais,-5.2646,-36.7946,59665-000
Cerro Corá,-6.0013,-36.3393,59395-000
Parnamirim,-5.9245,-35.2057,59150-000
Encanto,-6.1164,-38.3113,59905-000
Equador,-6.8859,-36.6617,59355-000
Galinhos,-5.1217,-36.2631,59596-000
Espírito Santo,-6.2838,-35.3258,59180-000
Extremoz,-5.6942,-35.2525,59575-000
Ipanguaçu,-5.542,-36.8315,59508-000
Itaú,-5.8419,-37.9249,59855-000
Frutuoso Gomes,-6.1626,-37.8443,59890-000
Florânia,-6.1529,-36.8006,59335-000
Guamaré,-5.1342,-36.3185,59598-000
Felipe Guerra,-5.5392,-37.6427,59795-000
Ipueira,-6.7804,-37.1497,59315-000
Itajá,-5.6994,-36.7937,59513-000
Governador Dix-Sept Rosado,-5.4087,-37.5119,59790-000
Francisco Dantas,-6.0164,-38.1262,59902-000
Goianinha,-6.2698,-35.1826,59173-000
Grossos,-4.9524,-37.2002,59675-000
Fernando Pedroza,-5.7202,-36.3974,59517-000
Ielmo Marinho,-5.7678,-35.5281,59490-000
Jaçanã,-6.4167,-36.194,59225-000
Jardim de Piranhas,-6.271,-37.2456,59324-000
Jandaíra,-5.3789,-36.0983,59594-000
Japi,-6.438,-35.9219,59213-000
Janduís,-5.9359,-37.515,59690-000
Jardim de Angicos,-5.6386,-35.9503,59544-000
Lajes Pintadas,-6.1273,-36.1252,59235-000
João Dias,-6.2851,-37.7937,59880-000
Lajes,-5.7834,-36.1729,59535-000
Lagoa Nova,-6.1102,-36.5461,59390-000
Lagoa de Pedras,-6.1661,-35.4532,59244-000
Lagoa d'Anta,-6.3704,-35.6364,59227-000
Jucurutu,-6.033,-36.9694,59330-000
João Câmara,-5.5607,-35.815,59550-000
Lucrécia,-6.1138,-37.8092,59805-000
Lagoa de Velhos,-6.0082,-35.8231,59430-000
Jardim do Seridó,-6.5642,-36.8256,59343-000
José da Penha,-6.3287,-38.3203,59980-000
Lagoa Salgada,-6.1232,-35.4951,59247-000
Luís Gomes,-6.3863,-38.419,59940-000
Macaíba,-5.9409,-35.3983,59280-000
Major Sales,-6.4062,-38.3096,59945-000
Macau,-5.1492,-36.5829,59500-000
Monte Alegre,-6.0843,-35.4372,59182-000
Mossoró,-5.1381,-37.2785,59600-000
Parelhas,-6.729,-36.6083,59360-000
Maxaranguape,-5.4687,-35.3566,59580-000
Messias Targino,-6.081,-37.4851,59775-000
Marcelino Vieira,-6.3218,-38.1427,59970-000
Paraú,-5.7322,-37.1366,59660-000
Nísia Floresta,-6.0624,-35.1691,59164-000
Paraná,-6.447,-38.2998,59950-000
Martins,-6.0921,-37.9247,59800-000
Nova Cruz,-6.4681,-35.4545,59215-000
Monte das Gameleiras,-6.4345,-35.7989,59217-000
Montanhas,-6.4887,-35.304,59198-000
Parazinho,-5.2772,-35.9324,59586-000
Olho-d'Água do Borges,-5.9966,-37.7363,59730-000
Natal,-5.8101,-35.2267,59000-000
Ouro Branco,-6.656,-36.9146,59347-000
Passa e Fica,-6.453,-35.6262,59218-000
Rio do Fogo,-5.3823,-35.3838,59578-000
Pedra Grande,-5.0938,-35.8509,59588-000
Pau dos Ferros,-6.1163,-38.1965,59900-000
Patu,-6.123,-37.6257,59770-000
Passagem,-6.2725,-35.3953,59259-000
Santa Maria,-5.8453,-35.7199,59464-000
Pedro Avelino,-5.4402,-36.3459,59530-000
Rafael Fernandes,-6.1971,-38.1979,59990-000
Pedro Velho,-6.4531,-35.248,59196-000
Pendências,-5.2331,-36.6361,59504-000
Pedra Preta,-5.5279,-36.0748,59547-000
Riacho de Santana,-6.2828,-38.3313,59987-000
Pureza,-5.4252,-35.5928,59582-000
Portalegre,-6.0055,-38.0021,59810-000
Rafael Godeiro,-6.0489,-37.7369,59740-000
Poço Branco,-5.57,-35.7071,59560-000
Porto do Mangue,-5.0778,-36.7837,59668-000
Pilões,-6.2883,-38.0191,59960-000
Riacho da Cruz,-5.9263,-37.9756,59820-000
Tibau,-4.9115,-37.3135,59678-000
Riachuelo,-5.836,-35.8813,59470-000
Rodolfo Fernandes,-5.8566,-38.0934,59830-000
São José do Campestre,-6.2795,-35.7444,59275-000
São Francisco do Oeste,-5.9684,-38.1625,59908-000
São Miguel de Touros,-5.1866,-35.713,59585-000
Santana do Seridó,-6.7521,-36.766,59350-000
São João do Sabugi,-6.6965,-37.1543,59310-000
São Bento do Norte,-5.1715,-36.0539,59590-000
Ruy Barbosa,-5.8856,-35.9155,59420-000
São Miguel,-6.2022,-38.4695,59920-000
São Gonçalo do Amarante,-5.7724,-35.3324,59290-000
Santana do Matos,-5.9345,-36.7133,59520-000
São José do Seridó,-6.5025,-36.851,59378-000
Santa Cruz,-6.1874,-35.9986,59200-000
Santo Antônio,-6.3095,-35.5488,59255-000
São José de Mipibu,-6.0428,-35.3061,59162-000
São Bento do Trairí,-6.3997,-36.0592,59210-000
São Paulo do Potengi,-5.8899,-35.7532,59460-000
São Fernando,-6.2973,-37.139,59327-000
São Pedro,-5.856,-35.6255,59480-000
São Tomé,-5.973,-36.1086,59400-000
Serra de São Bento,-6.437,-35.7119,59214-000
São Rafael,-5.8566,-36.8952,59518-000
Senador Elói de Souza,-6.0401,-35.6573,59250-000
Senador Georgino Avelino,-6.1484,-35.1335,59168-000
São Vicente,-6.2238,-36.6569,59340-000
Tangará,-6.2385,-35.7962,59240-000
Taipu,-5.5194,-35.5813,59565-000
Serrinha dos Pintos,-6.1526,-37.9886,59808-000
Taboleiro Grande,-5.9261,-38.0535,59840-000
Serrinha,-6.2533,-35.5948,59258-000
Serra Negra do Norte,-6.576,-37.3942,59318-000
Severiano Melo,-5.8113,-38.0057,59856-000
Tenente Ananias,-6.4695,-38.1618,59955-000
Serra do Mel,-5.122,-37.0312,59663-000
Sítio Novo,-6.126,-35.9711,59440-000
Tenente Laurentino Cruz,-6.1485,-36.7224,59338-000
Tibau do Sul,-6.244,-35.0956,59178-000
Timbaúba dos Batistas,-6.4826,-37.2328,59320-000
Touros,-5.2611,-35.6046,59584-000
Upanema,-5.6992,-37.268,59670-000
Triunfo Potiguar,-5.9436,-37.1399,59685-000
Umarizal,-6.0059,-37.807,59865-000
Viçosa,-5.9911,-37.965,59815-000
Agudo,-29.6263,-53.224,96540-000
Vila Flor,-6.2938,-35.0845,59192-000
Venha-Ver,-6.3408,-38.5373,59925-000
Várzea,-6.2861,-35.3556,59185-000
Água Santa,-28.1854,-52.0129,99965-000
Alegrete,-29.7535,-55.8926,97540-000
Campo Grande,-5.9142,-37.3102,59680-000
Alegria,-27.7997,-54.0586,98905-000
Alecrim,-27.659,-54.7594,98950-000
Serra Caiada,-6.1,-35.7,59245-000
Vera Cruz,-6.0326,-35.4442,59184-000
Ajuricaba,-28.2072,-53.7446,98750-000
Alto Alegre,-28.7975,-52.9818,99430-000
Alpestre,-27.2213,-53.0575,98480-000
Boa Saude,-6.1561,-35.6039,59260-000
Amaral Ferrador,-30.8077,-52.2996,96635-000
Alto Feliz,-29.3644,-51.3007,95773-000
Alvorada,-29.989,-51.0372,94800-000
Arroio dos Ratos,-30.2121,-51.7305,96740-000
André da Rocha,-28.5883,-51.4998,95310-000
Ametista do Sul,-27.367,-53.187,98465-000
Araricá,-29.6499,-50.9335,93880-000
Arroio Grande,-32.1795,-52.8665,96330-000
Arambaré,-30.9133,-51.5561,96178-000
Arroio do Meio,-29.3697,-51.9682,95940-000
Anta Gorda,-28.9684,-51.9711,95980-000
Aratiba,-27.3771,-52.2901,99770-000
Antônio Prado,-28.8732,-51.3174,95250-000
Arvorezinha,-28.8697,-52.1963,95995-000
Bagé,-31.2639,-53.9713,96400-000
Balneário Pinhal,-30.2128,-50.2931,95599-000
Arroio do Sal,-29.5293,-49.8915,95585-000
Arroio do Tigre,-29.2621,-53.0606,96950-000
Augusto Pestana,-28.5403,-53.9793,98740-000
Áurea,-27.6954,-52.0656,99835-000
Barão,-29.3964,-51.5462,95730-000
Barra do Rio Azul,-27.3985,-52.4089,99795-000
Boqueirão do Leão,-29.3125,-52.3984,95920-000
Bento Gonçalves,-29.0996,-51.5434,95700-000
Barão de Cotegipe,-27.5511,-52.4475,99740-000
Barão do Triunfo,-30.3926,-51.7949,96735-000
Barra Funda,-27.9156,-53.0329,99585-000
Boa Vista do Buricá,-27.6802,-54.1093,98918-000
Bom Princípio,-29.4617,-51.364,95765-000
Barra do Quaraí,-30.1745,-57.3101,97538-000
Bom Jesus,-28.5998,-50.462,95290-000
Barros Cassal,-29.1353,-52.5751,99360-000
Bom Progresso,-27.5422,-53.8289,98575-000
Barra do Guarita,-27.2174,-53.7646,98530-000
Barracão,-27.7373,-51.4423,95370-000
Boa Vista das Missões,-27.6924,-53.3525,98335-000
Benjamin Constant do Sul,-27.4873,-52.6547,99650-000
Barra do Ribeiro,-30.3444,-51.3612,96790-000
Boa Vista do Sul,-29.342,-51.6808,95727-000
Bom Retiro do Sul,-29.6356,-51.911,95870-000
Bossoroca,-28.6711,-54.9619,97850-000
Caçapava do Sul,-30.61,-53.4723,96570-000
Cachoeira do Sul,-30.2081,-52.9707,96500-000
Cacequi,-29.9082,-54.7923,97450-000
Brochier,-29.5482,-51.6115,95790-000
Cachoeirinha,-29.9218,-51.0958,94900-000
Butiá,-30.2053,-52.0066,96750-000
Braga,-27.5722,-53.7621,98560-000
Cambará do Sul,-29.0673,-50.1185,95480-000
Camargo,-28.6144,-52.2199,99165-000
Cacique Doble,-27.8173,-51.6827,99860-000
Caiçara,-27.2483,-53.4582,98440-000
Caibaté,-28.3043,-54.6559,97930-000
Campina das Missões,-27.9873,-54.8302,98975-000
Camaquã,-30.9196,-51.853,96180-000
Campo Bom,-29.6672,-51.0505,93700-000
Campinas do Sul,-27.7063,-52.6394,99660-000
Campo Novo,-27.6731,-53.8174,98570-000
Campestre da Serra,-28.7064,-51.1192,95255-000
Campos Borges,-28.8939,-53.0254,99435-000
Candelária,-29.7162,-52.8097,96930-000
Capão da Canoa,-29.6612,-50.0142,95555-000
Carazinho,-28.2501,-52.8683,99500-000
Canela,-29.3471,-50.7754,95680-000
Centenário,-27.7865,-52.0091,99838-000
Canguçu,-31.2117,-52.6682,96600-000
Carlos Barbosa,-29.3467,-51.5495,95185-000
Carlos Gomes,-27.7118,-51.9064,99825-000
Candiota,-31.4909,-53.7027,96495-000
Capela de Santana,-29.7124,-51.3808,95745-000
Capão do Leão,-31.8432,-52.5532,96160-000
Cândido Godói,-27.8951,-54.7413,98970-000
Casca,-28.5759,-51.9198,99260-000
Capivari do Sul,-30.1729,-50.487,95552-000
Canoas,-29.9212,-51.1767,92000-000
Caseiros,-28.2322,-51.7816,95315-000
Capitão,-29.2802,-51.9832,95935-000
Caxias do Sul,-29.0669,-50.96,95000-000
Catuípe,-28.1981,-54.0587,98770-000
Caraá,-29.774,-50.3537,95515-000
Chapada,-28.1043,-53.0886,99530-000
Constantina,-27.7063,-53.0022,99680-000
Cerro Branco,-29.6337,-52.9872,96535-000
Coronel Barros,-28.3945,-54.0637,98735-000
Cerro Largo,-28.1349,-54.7367,97900-000
Condor,-28.1926,-53.4926,98290-000
Charqueadas,-30.0065,-51.5822,96745-000
Cerrito,-31.7395,-52.7838,96395-000
Chuvisca,-30.7765,-52.0022,96193-000
Chuí,-33.6592,-53.4328,96255-000
Coronel Bicaco,-27.7995,-53.6531,98580-000
Chiapetta,-27.9763,-53.9205,98760-000
Ciríaco,-28.3707,-51.9124,99970-000
Coqueiros do Sul,-28.1368,-52.7614,99528-000
Cerro Grande do Sul,-30.5862,-51.7424,96770-000
Cerro Grande,-27.6226,-53.1603,98340-000
Charrua,-27.9454,-51.9905,99960-000
Colorado,-28.4832,-52.9909,99460-000
Colinas,-29.389,-51.8738,95895-000
Cidreira,-30.091,-50.2694,95595-000
Cotiporã,-29.0072,-51.6953,95335-000
Cristal do Sul,-27.4251,-53.2436,98368-000
Cruz Alta,-28.7285,-53.5733,98000-000
Coxilha,-28.1033,-52.3658,99145-000
Cristal,-31.0245,-52.0293,96195-000
Crissiumal,-27.4809,-54.1417,98640-000
Cruzeiro do Sul,-29.5671,-52.0304,95930-000
Dom Pedro de Alcântara,-29.3568,-49.8729,95568-000
Dom Feliciano,-30.6139,-52.1932,96190-000
Dom Pedrito,-30.9962,-54.6062,96450-000
Dilermando de Aguiar,-29.806,-54.154,97180-000
David Canabarro,-28.4178,-51.8168,99980-000
Dona Francisca,-29.5868,-53.3396,97280-000
Derrubadas,-27.2503,-53.8841,98528-000
Doutor Ricardo,-29.1012,-51.9744,95967-000
Dois Irmãos,-29.6116,-51.0933,93950-000
Dezesseis de Novembro,-28.1913,-55.0755,97845-000
Dois Lajeados,-28.9709,-51.8497,99220-000
Dois Irmãos das Missões,-27.6812,-53.5148,98385-000
Doutor Maurício Cardoso,-27.4954,-54.364,98925-000
Eldorado do Sul,-30.089,-51.534,92990-000
Encruzilhada do Sul,-30.6037,-52.6828,96610-000
Estrela Velha,-29.2236,-53.1708,96990-000
Estrela,-29.5122,-51.9372,95880-000
Engenho Velho,-27.677,-52.9104,99698-000
Esmeralda,-27.9835,-51.1941,95380-000
Erebango,-27.8256,-52.3191,99920-000
Herval,-31.9933,-53.4503,96310-000
Esperança do Sul,-27.321,-54.0111,98635-000
Espumoso,-28.8531,-52.8667,99400-000
Erechim,-27.6767,-52.2559,99700-000
Entre-Ijuís,-28.4607,-54.3032,98855-000
Ernestina,-28.4232,-52.5737,99140-000
Encantado,-29.2002,-51.9255,95960-000
Erval Seco,-27.4943,-53.5279,98390-000
Entre Rios do Sul,-27.5082,-52.7285,99645-000
Esteio,-29.8501,-51.1662,93250-000
Estação,-27.9356,-52.2952,99930-000
Erval Grande,-27.3614,-52.5749,99750-000
Estância Velha,-29.6546,-51.1978,93600-000
Farroupilha,-29.1878,-51.3402,95180-000
Faxinalzinho,-27.3718,-52.669,99655-000
Eugênio de Castro,-28.5718,-54.2658,98860-000
Faxinal do Soturno,-29.572,-53.4733,97220-000
Fagundes Varela,-28.8813,-51.7286,95333-000
Garibaldi,-29.2368,-51.6568,95720-000
Floriano Peixoto,-27.8524,-52.0336,99910-000
Giruá,-28.0105,-54.3046,98870-000
Fazenda Vilanova,-29.5982,-51.8424,95875-000
Gentil,-28.388,-52.0493,99160-000
General Câmara,-29.8392,-51.9472,95820-000
Feliz,-29.4546,-51.2778,95770-000
Flores da Cunha,-29.0258,-51.2458,95270-000
Formigueiro,-29.9694,-53.4674,97210-000
Garruchos,-28.256,-55.5156,97690-000
Fontoura Xavier,-29.0105,-52.3677,99370-000
Fortaleza dos Valos,-28.9127,-53.3389,98125-000
Frederico Westphalen,-27.3245,-53.3541,98400-000
Getúlio Vargas,-27.8741,-52.1653,99900-000
Gaurama,-27.6169,-52.104,99830-000
Gramado Xavier,-29.2866,-52.612,96875-000
Herveiras,-29.4386,-52.6737,96888-000
Guaíba,-30.1748,-51.421,92500-000
Harmonia,-29.5453,-51.4154,95785-000
Gramado,-29.3625,-50.9032,95670-000
Hulha Negra,-31.572,-53.8627,96460-000
Horizontina,-27.5809,-54.3051,98920-000
Igrejinha,-29.5607,-50.7665,95650-000
Gravataí,-29.9091,-50.953,94000-000
Glorinha,-29.8568,-50.7509,94380-000
Guarani das Missões,-28.1507,-54.6003,97950-000
Gramado dos Loureiros,-27.4544,-52.9171,99605-000
Guaporé,-28.8419,-51.9188,99200-000
Guabiju,-28.5882,-51.6477,95355-000
Ibirapuitã,-28.617,-52.4708,99320-000
Ibiaçá,-28.1047,-51.8028,99940-000
Ibarama,-29.4089,-53.1825,96925-000
Humaitá,-27.5856,-53.9963,98670-000
Ibirubá,-28.5833,-53.1812,98200-000
Ibiraiaras,-28.3873,-51.6271,95305-000
Imigrante,-29.3402,-51.7567,95885-000
Independência,-27.8933,-54.1978,98915-000
Ipiranga do Sul,-27.9421,-52.4307,99925-000
Ijuí,-28.3532,-53.8743,98700-000
Inhacorá,-27.9144,-54.0379,98765-000
Ilópolis,-28.9169,-52.1481,95990-000
Imbé,-29.9272,-50.1283,95625-000
Ivorá,-29.5074,-53.5682,98160-000
Itacurubi,-28.7854,-55.2657,97685-000
Jacutinga,-27.7747,-52.5222,99730-000
Iraí,-27.2708,-53.237,98460-000
Jaguarão,-32.405,-53.3323,96300-000
Itapuca,-28.7718,-52.2001,95997-000
Itaara,-29.5631,-53.7458,97185-000
Itaqui,-29.1705,-56.0643,97650-000
Itatiba do Sul,-27.363,-52.4907,99760-000
Ipê,-28.7162,-51.2779,95240-000
Ivoti,-29.5712,-51.1727,93900-000
Jaguari,-29.4524,-54.6463,97760-000
Jaboticaba,-27.6097,-53.2702,98350-000
Jari,-29.288,-54.2978,98175-000
Jaquirana,-28.9347,-50.3643,95420-000
Júlio de Castilhos,-29.2645,-53.6246,98130-000
Lagoa dos Três Cantos,-28.5661,-52.8465,99495-000
Jóia,-28.7293,-54.1225,98180-000
Manoel Viana,-29.407,-55.5687,97640-000
Lajeado do Bugre,-27.7033,-53.2074,98320-000
Mampituba,-29.2615,-50.0107,95572-000
Lavras do Sul,-30.7621,-54.1775,97390-000
Lagoa Vermelha,-28.22,-51.4723,95300-000
Machadinho,-27.5918,-51.6876,99880-000
Maratá,-29.5587,-51.5319,95793-000
Lagoão,-29.259,-52.7669,99340-000
Liberato Salzano,-27.5385,-53.074,99690-000
Maquiné,-29.5761,-50.2599,95530-000
Lajeado,-29.4271,-52.0413,95900-000
Linha Nova,-29.4554,-51.2188,95768-000
Maçambara,-29.0582,-55.611,97645-000
Lindolfo Collor,-29.5748,-51.2279,93940-000
Marau,-28.4422,-52.2741,99150-000
Marcelino Ramos,-27.4722,-51.9448,99800-000
Mariano Moro,-27.3501,-52.1836,99790-000
Mata,-29.5489,-54.4455,97410-000
Maximiliano de Almeida,-27.588,-51.8036,99890-000
Mariana Pimentel,-30.3022,-51.5813,92900-000
Marques de Souza,-29.2733,-52.1572,95923-000
Muçum,-29.1402,-51.8233,95970-000
Mato Castelhano,-28.2725,-52.1763,99180-000
Miraguaí,-27.4866,-53.7555,98540-000
Morro Reuter,-29.5157,-51.0186,93990-000
Montenegro,-29.6998,-51.4796,95780-000
Montauri,-28.665,-52.0539,99255-000
Minas do Leão,-30.0719,-52.12,96755-000
Mormaço,-28.69,-52.6693,99315-000
Mato Leitão,-29.5146,-52.1386,95835-000
Monte Alegre dos Campos,-28.7018,-50.804,95236-000
Mostardas,-30.9223,-50.8542,96270-000
Monte Belo do Sul,-29.1318,-51.6429,95718-000
Morrinhos do Sul,-29.3436,-49.9644,95577-000
Morro Redondo,-31.6383,-52.6357,96150-000
Muliterno,-28.3123,-51.7865,99990-000
Muitos Capões,-28.4345,-51.2469,95230-000
Não-Me-Toque,-28.4742,-52.804,99470-000
Nova Santa Rita,-29.8327,-51.2743,92480-000
Nova Bréscia,-29.2021,-52.0482,95950-000
Nova Alvorada,-28.705,-52.1662,95985-000
Nova Palma,-29.4071,-53.4324,97250-000
Nova Candelária,-27.5934,-54.1217,98919-000
Nova Araçá,-28.6441,-51.7349,95350-000
Nicolau Vergueiro,-28.5244,-52.4444,99175-000
Nova Bassano,-28.7029,-51.8054,95340-000
Nonoai,-27.369,-52.8759,99600-000
Nova Petrópolis,-29.3667,-51.1027,95150-000
Nova Ramada,-28.093,-53.695,98758-000
Nova Boa Vista,-28.0089,-52.9821,99580-000
Nova Pádua,-29.0122,-51.3145,95275-000
Nova Esperança do Sul,-29.3923,-54.8346,97770-000
Nova Hartz,-29.5964,-50.9084,93890-000
Nova Roma do Sul,-28.9909,-51.4144,95260-000
Nova Prata,-28.7274,-51.579,95320-000
Novo Cabrais,-29.7616,-52.984,96545-000
Novo Barreiro,-27.8915,-53.1122,98338-000
Novo Machado,-27.5548,-54.5361,98955-000
Novo Tiradentes,-27.5595,-53.1557,98370-000
Novo Hamburgo,-29.723,-51.0567,93300-000
Palmitinho,-27.3227,-53.5922,98430-000
Passo Fundo,-28.2877,-52.4409,99000-000
Paim Filho,-27.7298,-51.781,99850-000
Paraíso do Sul,-29.724,-53.1116,96530-000
Palmares do Sul,-30.3465,-50.5482,95540-000
Paraí,-28.5958,-51.7973,95360-000
Pantano Grande,-30.2582,-52.3417,96690-000
Osório,-29.8945,-50.2347,95520-000
Palmeira das Missões,-27.9256,-53.3514,98300-000
Panambi,-28.3112,-53.5542,98280-000
Parobé,-29.6715,-50.8567,95630-000
Passo do Sobrado,-29.7313,-52.2318,96685-000
Pareci Novo,-29.6115,-51.4269,95783-000
Passa Sete,-29.4306,-52.8651,96908-000
Paverama,-29.5956,-51.7234,95865-000
Pedro Osório,-31.9576,-52.8942,96360-000
Pelotas,-31.4998,-52.3577,96000-000
Pirapó,-28.0529,-55.2346,97885-000
Pinhal,-27.5264,-53.2343,98345-000
Planalto,-27.3439,-53.0895,98470-000
Porto Lucena,-27.8466,-54.9606,98980-000
Portão,-29.7075,-51.2357,93180-000
Picada Café,-29.4476,-51.1152,95175-000
Pinheirinho do Vale,-27.2264,-53.6335,98435-000
Pinhal Grande,-29.2707,-53.3459,98150-000
Pejuçara,-28.4544,-53.6104,98270-000
Piratini,-31.4166,-53.1116,96490-000
Pinheiro Machado,-31.4378,-53.4225,96470-000
Pontão,-28.0498,-52.6374,99190-000
Poço das Antas,-29.4403,-51.6266,95740-000
Porto Vera Cruz,-27.7624,-54.9009,98985-000
